,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
2021-04-23 19:03:03.407,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-78.0,2021-04-23 19:03:03.407
2021-04-23 19:03:03.594,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-88.0,2021-04-23 19:03:03.594
2021-04-23 19:03:03.612,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-82.0,2021-04-23 19:03:03.612
2021-04-23 19:03:03.639,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-88.0,2021-04-23 19:03:03.639
2021-04-23 19:03:03.662,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-43.0,2021-04-23 19:03:03.662
2021-04-23 19:03:03.767,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-83.0,2021-04-23 19:03:03.767
2021-04-23 19:03:03.978,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-52.0,2021-04-23 19:03:03.978
2021-04-23 19:03:03.992,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-81.0,2021-04-23 19:03:03.992
2021-04-23 19:03:04.015,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-78.0,2021-04-23 19:03:04.015
2021-04-23 19:03:04.041,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-77.0,2021-04-23 19:03:04.041
2021-04-23 19:03:04.066,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-81.0,2021-04-23 19:03:04.066
2021-04-23 19:03:04.177,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-80.0,2021-04-23 19:03:04.177
2021-04-23 19:03:04.388,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-50.0,2021-04-23 19:03:04.388
2021-04-23 19:03:04.420,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-80.0,2021-04-23 19:03:04.420
2021-04-23 19:03:04.436,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-77.0,2021-04-23 19:03:04.436
2021-04-23 19:03:04.458,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-88.0,2021-04-23 19:03:04.458
2021-04-23 19:03:04.468,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-77.0,2021-04-23 19:03:04.468
2021-04-23 19:03:04.784,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-77.0,2021-04-23 19:03:04.784
2021-04-23 19:03:04.804,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-51.0,2021-04-23 19:03:04.804
2021-04-23 19:03:04.807,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-80.0,2021-04-23 19:03:04.807
2021-04-23 19:03:04.832,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-81.0,2021-04-23 19:03:04.832
2021-04-23 19:03:04.847,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-77.0,2021-04-23 19:03:04.847
2021-04-23 19:03:04.868,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-87.0,2021-04-23 19:03:04.868
2021-04-23 19:03:05.192,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-86.0,2021-04-23 19:03:05.192
2021-04-23 19:03:05.221,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-77.0,2021-04-23 19:03:05.221
2021-04-23 19:03:05.231,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-50.0,2021-04-23 19:03:05.231
2021-04-23 19:03:05.242,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-80.0,2021-04-23 19:03:05.242
2021-04-23 19:03:05.253,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-80.0,2021-04-23 19:03:05.253
