,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
2021-04-24 08:10:43.181,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-24 08:10:43.181
2021-04-24 08:10:43.359,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-92.0,2021-04-24 08:10:43.359
2021-04-24 08:10:43.382,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-54.0,2021-04-24 08:10:43.382
2021-04-24 08:10:43.389,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-78.0,2021-04-24 08:10:43.389
2021-04-24 08:10:43.431,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-80.0,2021-04-24 08:10:43.431
2021-04-24 08:10:43.582,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-90.0,2021-04-24 08:10:43.582
2021-04-24 08:10:43.716,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-90.0,2021-04-24 08:10:43.716
2021-04-24 08:10:43.800,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-24 08:10:43.800
2021-04-24 08:10:43.808,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-85.0,2021-04-24 08:10:43.808
2021-04-24 08:10:43.812,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-52.0,2021-04-24 08:10:43.812
2021-04-24 08:10:43.847,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-71.0,2021-04-24 08:10:43.847
2021-04-24 08:10:44.019,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-87.0,2021-04-24 08:10:44.019
2021-04-24 08:10:44.206,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-86.0,2021-04-24 08:10:44.206
2021-04-24 08:10:44.222,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-90.0,2021-04-24 08:10:44.222
2021-04-24 08:10:44.228,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-89.0,2021-04-24 08:10:44.228
2021-04-24 08:10:44.234,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-49.0,2021-04-24 08:10:44.234
2021-04-24 08:10:44.268,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-75.0,2021-04-24 08:10:44.268
2021-04-24 08:10:44.586,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-75.0,2021-04-24 08:10:44.586
2021-04-24 08:10:44.628,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-91.0,2021-04-24 08:10:44.628
2021-04-24 08:10:44.634,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-85.0,2021-04-24 08:10:44.634
2021-04-24 08:10:44.648,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-91.0,2021-04-24 08:10:44.648
2021-04-24 08:10:44.652,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-47.0,2021-04-24 08:10:44.652
2021-04-24 08:10:44.655,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-80.0,2021-04-24 08:10:44.655
2021-04-24 08:10:44.866,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-49.0,2021-04-24 08:10:44.866
2021-04-24 08:10:45.013,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-78.0,2021-04-24 08:10:45.013
2021-04-24 08:10:45.050,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-92.0,2021-04-24 08:10:45.050
2021-04-24 08:10:45.055,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-92.0,2021-04-24 08:10:45.055
2021-04-24 08:10:45.060,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-94.0,2021-04-24 08:10:45.060
2021-04-24 08:10:45.071,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-78.0,2021-04-24 08:10:45.071
2021-04-24 08:10:45.172,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-98.0,2021-04-24 08:10:45.172
2021-04-24 08:10:45.379,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-91.0,2021-04-24 08:10:45.379
2021-04-24 08:10:45.391,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-78.0,2021-04-24 08:10:45.391
2021-04-24 08:10:45.398,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-49.0,2021-04-24 08:10:45.398
2021-04-24 08:10:45.438,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-77.0,2021-04-24 08:10:45.438
2021-04-24 08:10:45.469,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-91.0,2021-04-24 08:10:45.469
2021-04-24 08:10:45.572,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-92.0,2021-04-24 08:10:45.572
2021-04-24 08:10:45.805,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-78.0,2021-04-24 08:10:45.805
2021-04-24 08:10:45.829,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-49.0,2021-04-24 08:10:45.829
2021-04-24 08:10:45.860,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-78.0,2021-04-24 08:10:45.860
2021-04-24 08:10:46.010,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-94.0,2021-04-24 08:10:46.010
2021-04-24 08:10:46.138,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-48.0,2021-04-24 08:10:46.138
2021-04-24 08:10:46.209,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-91.0,2021-04-24 08:10:46.209
2021-04-24 08:10:46.219,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-89.0,2021-04-24 08:10:46.219
2021-04-24 08:10:46.227,AgileVision Beacon,C8:7E:06:A7:D7:3E,000000000001,-76.0,2021-04-24 08:10:46.227
2021-04-24 08:10:46.272,AgileVision Beacon,F7:7C:03:9B:24:1D,000000000005,-78.0,2021-04-24 08:10:46.272
2021-04-24 08:10:46.444,AgileVision Beacon,FB:48:A7:41:3F:C8,000000000003,-94.0,2021-04-24 08:10:46.444
2021-04-24 08:10:46.553,AgileVision Beacon,D9:77:0F:A8:70:38,000000000002,-48.0,2021-04-24 08:10:46.553
2021-04-24 08:10:46.629,AgileVision Beacon,E6:19:C3:98:50:7C,000000000004,-94.0,2021-04-24 08:10:46.629
2021-04-24 08:10:46.640,AgileVision Beacon,C1:E2:F7:D0:6B:8C,000000000006,-89.0,2021-04-24 08:10:46.640
